1,935,6.9458
1,1520,6.6102
1,1502,6.4691
1,2,6.3877
1,89,6.3877
1,1032,6.3300
1,33,6.2039
1,18,6.1033
1,940,6.1008
1,88,6.0648
1,957,6.0648
1,1024,5.9256
1,1448,5.7864
1,1399,5.7779
1,1468,5.7779
1,1620,5.7779
1,871,5.6965
1,1177,5.6965
1,82,5.5573
1,58,5.5127
1,933,5.4121
1,1102,5.4121
1,1002,5.3735
1,1474,5.3735
1,1692,5.3735
1,923,5.2344
1,1450,5.2344
1,1456,5.2344
1,959,5.2258
1,1508,5.0052
1,28,4.8214
1,833,4.8214
1,1465,4.8214
1,5,4.6823
1,12,4.6823
1,15,4.6823
1,55,4.6823
1,434,4.6823
1,630,4.6823
1,670,4.6823
1,912,4.6823
1,1030,4.6823
1,1461,4.6823
1,1536,4.6823
1,922,4.4874
1,80,4.3700
1,85,4.1302
1,626,4.1302
1,876,4.1302
1,936,4.1302
1,1031,4.1302
1,1045,4.1302
1,1091,4.1302
1,1136,4.1302
1,1441,4.1302
1,1454,4.1302
1,1464,4.1302
1,1470,4.1302
1,1603,4.1302
1,32,4.0831
1,1469,3.6787
1,2125,3.4902
1,84,3.3918
1,919,3.3918
1,1382,3.3918
1,427,3.3839
1,25,3.2611
1,1248,3.2611
1,1378,3.1159
1,1,2.9875
1,184,2.9875
1,320,2.9875
1,1017,2.9875
1,1473,2.9875
1,1493,2.9875
1,1575,2.9875
1,1597,2.9875
1,1607,2.9875
1,1694,2.9875
1,130,2.9381
1,209,2.9381
1,231,2.9381
1,456,2.9381
1,622,2.9381
1,628,2.9381
1,657,2.9381
1,673,2.9381
1,901,2.9381
1,904,2.9381
1,934,2.9381
1,1003,2.9381
1,1068,2.9381
1,1182,2.9381
1,1309,2.9381
1,11,2.7090
1,136,2.7090
1,187,2.7090
1,227,2.7090
1,450,2.7090
1,462,2.7090
1,624,2.7090
1,629,2.7090
1,745,2.7090
1,840,2.7090
1,924,2.7090
1,944,2.7090
1,976,2.7090
1,997,2.7090
1,1001,2.7090
1,1226,2.7090
1,1298,2.7090
1,1712,2.7090
1,1819,2.7090
1,1965,2.7090
1,2083,2.7090
1,2099,2.7090
1,20,2.3860
1,34,2.3860
1,38,2.3860
1,66,2.3860
1,108,2.3860
1,125,2.3860
1,250,2.3860
1,259,2.3860
1,325,2.3860
1,423,2.3860
1,448,2.3860
1,454,2.3860
1,509,2.3860
1,567,2.3860
1,579,2.3860
1,594,2.3860
1,595,2.3860
1,600,2.3860
1,602,2.3860
1,605,2.3860
1,608,2.3860
1,611,2.3860
1,646,2.3860
1,647,2.3860
1,668,2.3860
1,688,2.3860
1,699,2.3860
1,740,2.3860
1,743,2.3860
1,841,2.3860
1,872,2.3860
1,875,2.3860
1,881,2.3860
1,903,2.3860
2,1649,6.0130
2,1950,4.2151
2,818,4.1615
2,1119,4.0708
2,312,3.9762
2,191,3.9040
2,371,3.9040
2,1231,3.8248
2,105,3.7373
2,740,3.7373
2,823,3.7373
2,1230,3.7373
2,1663,3.7373
2,2084,3.7373
2,192,3.6395
2,318,3.6395
2,491,3.6395
2,553,3.6395
2,674,3.6395
2,1329,3.6395
2,1462,3.6395
2,324,3.5286
2,461,3.5286
2,728,3.5286
2,1352,3.5286
2,1565,3.5286
2,155,3.4005
2,168,3.4005
2,200,3.4005
2,438,3.4005
2,511,3.4005
2,531,3.4005
2,726,3.4005
2,774,3.4005
2,815,3.4005
2,1056,3.4005
2,308,3.2491
2,495,3.2491
2,524,3.2491
2,526,3.2491
2,656,3.2491
2,791,3.2491
2,1276,3.2491
2,1299,3.2491
2,1423,3.2491
2,1594,3.2491
2,1870,3.2491
2,2046,3.2491
2,22,3.0638
2,189,3.0638
2,190,3.0638
2,237,3.0638
2,278,3.0638
2,465,3.0638
2,544,3.0638
2,678,3.0638
2,883,3.0638
2,1061,3.0638
2,1089,3.0638
2,1213,3.0638
2,1279,3.0638
2,1427,3.0638
2,1593,3.0638
2,1641,3.0638
2,1755,3.0638
2,1776,3.0638
2,2024,3.0638
2,4,2.8248
2,103,2.8248
2,110,2.8248
2,154,2.8248
2,257,2.8248
2,267,2.8248
2,339,2.8248
2,362,2.8248
2,488,2.8248
2,540,2.8248
2,667,2.8248
2,716,2.8248
2,760,2.8248
2,787,2.8248
2,805,2.8248
2,1168,2.8248
2,1196,2.8248
2,1214,2.8248
2,1216,2.8248
2,1260,2.8248
2,1409,2.8248
