1,2700,0.9988706233
1,2310,0.9979508560
1,2691,0.9975578034
1,2344,0.9968436692
1,912,0.9954814660
1,670,0.9954814660
1,434,0.9954814660
1,5,0.9954814660
1,2331,0.9908894380
1,1461,0.9908006226
1,2334,0.9892441234
1,2388,0.9880036884
1,2169,0.9869441283
1,1032,0.9863167652
1,2390,0.9861773600
1,18,0.9859702830
1,2469,0.9816990811
1,1464,0.9816990811
1,1441,0.9816990811
1,1031,0.9816990811
1,2704,0.9764251335
1,2,0.9758008661
1,2470,0.9751904655
1,1468,0.9712218859
1,940,0.9679262642
1,957,0.9625247281
1,935,0.9608406645
1,89,0.9572196905
1,959,0.9499595458
1,1502,0.9492757214
1,2450,0.9428326706
1,2468,0.9312789712
1,2471,0.9271531231
1,2399,0.9160420416
1,2675,0.9011750277
1,2173,0.9011750277
1,2172,0.8866371330
1,2464,0.8168288887
1,2454,0.8168288887
1,1456,0.8168288887
1,1450,0.8168288887
1,923,0.8168288887
1,1102,0.8166799183
1,933,0.8166799183
1,2592,0.8166386379
1,2496,0.8166386379
1,2083,0.8166386379
1,1001,0.8166386379
1,944,0.8166386379
1,2452,0.8163477247
1,2389,0.8163477247
1,2231,0.8163477247
1,2176,0.8163477247
1,1775,0.8163477247
1,1645,0.8163477247
1,1524,0.8163477247
1,1443,0.8163477247
1,939,0.8163477247
1,611,0.8163477247
1,448,0.8163477247
1,423,0.8163477247
1,2311,0.8163021327
1,82,0.8160811918
1,2686,0.8158783169
1,1508,0.8158783169
1,1457,0.8155408429
1,1398,0.8155408429
1,1225,0.8155408429
1,2383,0.8152888571
1,2564,0.8151105050
1,2421,0.8151105050
1,934,0.8151105050
1,456,0.8151105050
1,2678,0.8145997726
1,2201,0.8145997726
1,1528,0.8145997726
1,1607,0.8145101426
1,1,0.8145101426
1,1448,0.8144175818
1,2382,0.8126325551
1,11,0.8123375968
1,2432,0.8117778974
1,1536,0.8117778974
1,1030,0.8117778974
1,630,0.8117778974
1,55,0.8117778974
1,15,0.8117778974
1,12,0.8117778974
1,1248,0.8112593846
1,961,0.8110564887
1,32,0.8102622273
1,919,0.8091409908
1,1024,0.8089717344
1,1933,0.8066451256
1,2733,0.8057157814
1,2731,0.8057157814
1,2330,0.8057157814
1,2327,0.8057157814
1,1998,0.8057157814
1,1825,0.8057157814
1,1606,0.8057157814
1,1384,0.8057157814
1,1062,0.8057157814
1,1019,0.8057157814
1,1018,0.8057157814
1,847,0.8057157814
1,843,0.8057157814
1,832,0.8057157814
1,739,0.8057157814
1,70,0.8057157814
1,45,0.8057157814
1,2422,0.8056038948
1,1821,0.8056038948
1,1452,0.8056038948
1,925,0.8056038948
1,745,0.8055595776
1,2687,0.8055340402
1,1003,0.8055340402
1,2295,0.8048502276
1,2692,0.8045757560
1,1177,0.8040260756
1,871,0.8040260756
1,2332,0.8018786842
1,1017,0.8003808152
1,1041,0.7994214144
1,2674,0.7980029018
1,1681,0.7962694918
1,1044,0.7962694918
1,740,0.7962694918
1,901,0.7950171319
1,2713,0.7944237362
1,2667,0.7944237362
1,2658,0.7944237362
1,2429,0.7944237362
1,2224,0.7944237362
1,1603,0.7944237362
1,1470,0.7944237362
1,1454,0.7944237362
1,1136,0.7944237362
1,1091,0.7944237362
1,1045,0.7944237362
1,936,0.7944237362
1,876,0.7944237362
1,626,0.7944237362
1,85,0.7944237362
1,2369,0.7943229383
1,1692,0.7943229383
1,1474,0.7943229383
1,1002,0.7943229383
1,2672,0.7923618971
2,2708,0.9532796232
2,2595,0.9515549653
2,2731,0.9496976734
2,2309,0.9462363904
2,2310,0.9444123390
2,2588,0.9413661530
2,97,0.9395105557
2,557,0.9378453286
2,24,0.9372601189
2,2696,0.9371915239
2,2068,0.9333047788
2,1819,0.9333047788
2,739,0.9324343707
2,2217,0.9321742279
2,1775,0.9320077641
2,670,0.9320077641
2,2227,0.9299038584
2,490,0.9296535974
2,434,0.9296535974
2,2245,0.9266612683
2,183,0.9262050947
2,2606,0.9246152113
2,1346,0.9243767558
2,612,0.9243767558
2,2433,0.9242108642
2,2323,0.9239870747
2,2048,0.9235048722
2,1780,0.9235048722
2,566,0.9235048722
2,2316,0.9228117560
2,2395,0.9174543708
2,84,0.9164431108
2,2120,0.9158134721
2,1825,0.9158134721
2,1546,0.9158134721
2,1485,0.9158134721
2,83,0.9158134721
2,65,0.9146655887
2,673,0.9120792944
2,2235,0.9114481482
2,1032,0.9103138881
2,2320,0.9080290908
2,2338,0.9077002364
2,1127,0.9067114403
2,359,0.9067114403
2,290,0.9067114403
2,2452,0.9065456880
2,1194,0.9065456880
2,94,0.9058771228
2,1487,0.9049849836
2,646,0.9034587391
2,2625,0.9032791993
2,291,0.9029607311
2,2246,0.8992195465
2,2371,0.8980043545
2,2145,0.8980043545
2,2114,0.8980043545
2,1549,0.8980043545
2,942,0.8980043545
2,875,0.8980043545
2,647,0.8980043545
2,626,0.8980043545
2,173,0.8980043545
2,134,0.8980043545
2,124,0.8980043545
2,58,0.8980043545
2,2151,0.8979864500
2,2010,0.8979864500
2,1936,0.8979864500
2,1923,0.8979864500
2,1799,0.8979864500
2,1594,0.8979864500
2,833,0.8979864500
2,783,0.8979864500
2,611,0.8979864500
2,467,0.8979864500
2,299,0.8979864500
2,38,0.8979864500
2,2237,0.8945963734
2,2223,0.8882381384
2,2594,0.8867415842
2,2334,0.8853063165
2,2732,0.8816298590
2,155,0.8797996690
2,2012,0.8797996690
2,1694,0.8797996690
2,1539,0.8797996690
2,1330,0.8797996690
2,1105,0.8797996690
2,1059,0.8797996690
2,1018,0.8797996690
2,1017,0.8797996690
2,904,0.8797996690
2,850,0.8797996690
2,475,0.8797996690
2,256,0.8797996690
2,245,0.8797996690
2,218,0.8797996690
2,215,0.8797996690
2,247,0.8764235502
2,2698,0.8645979051
2,2543,0.8645979051
2,2499,0.8645979051
2,2474,0.8645979051
2,2465,0.8645979051
2,2350,0.8645979051
2,2337,0.8645979051
